# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-05-09 18:33:15 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12358500 M F Flathead River near West Glacier MT
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 12358500
#    TS_ID       Parameter Description
#    82906       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
#     P  Provisional data subject to revision.
#     Ice  Value is affected by ice at the measurement site.
#
agency_cd	site_no	datetime	tz_cd	82906_00060	82906_00060_cd
USGS	12358500	2022-11-12 22:30	MST	491	A
USGS	12358500	2022-11-12 22:45	MST	491	A
USGS	12358500	2022-11-12 23:00	MST	491	A
USGS	12358500	2022-11-12 23:15	MST	483	A
USGS	12358500	2022-11-12 23:30	MST	483	A
USGS	12358500	2022-11-12 23:45	MST	475	A
USGS	12358500	2022-11-13 00:00	MST	475	A
USGS	12358500	2022-11-13 00:15	MST	475	A
USGS	12358500	2022-11-13 00:30	MST	467	A
USGS	12358500	2022-11-13 00:45	MST	467	A
USGS	12358500	2022-11-13 01:00	MST	467	A
USGS	12358500	2022-11-13 01:15	MST	467	A
USGS	12358500	2022-11-13 01:30	MST	460	A
USGS	12358500	2022-11-13 01:45	MST	460	A
USGS	12358500	2022-11-13 02:00	MST	460	A
USGS	12358500	2022-11-13 02:15	MST	460	A
USGS	12358500	2022-11-13 02:30	MST	460	A
USGS	12358500	2022-11-13 02:45	MST	460	A
USGS	12358500	2022-11-13 03:00	MST	460	A
USGS	12358500	2022-11-13 03:15	MST	460	A
USGS	12358500	2022-11-13 03:30	MST	460	A
USGS	12358500	2022-11-13 03:45	MST	460	A
USGS	12358500	2022-11-13 04:00	MST	460	A
USGS	12358500	2022-11-13 04:15	MST	460	A
USGS	12358500	2022-11-13 04:30	MST	460	A
USGS	12358500	2022-11-13 04:45	MST	460	A
USGS	12358500	2022-11-13 05:00	MST	460	A
USGS	12358500	2022-11-13 05:15	MST	452	A
USGS	12358500	2022-11-13 05:30	MST	452	A
USGS	12358500	2022-11-13 05:45	MST	452	A
USGS	12358500	2022-11-13 06:00	MST	452	A
USGS	12358500	2022-11-13 06:15	MST	452	A
USGS	12358500	2022-11-13 06:30	MST	452	A
USGS	12358500	2022-11-13 06:45	MST	452	A
USGS	12358500	2022-11-13 07:00	MST	452	A
USGS	12358500	2022-11-13 07:15	MST	452	A
USGS	12358500	2022-11-13 07:30	MST	452	A
USGS	12358500	2022-11-13 07:45	MST	452	A
USGS	12358500	2022-11-13 08:00	MST	452	A
USGS	12358500	2022-11-13 08:15	MST	452	A
USGS	12358500	2022-11-13 08:30	MST	452	A
USGS	12358500	2022-11-13 08:45	MST	452	A
USGS	12358500	2022-11-13 09:00	MST	452	A
USGS	12358500	2022-11-13 09:15	MST	452	A
USGS	12358500	2022-11-13 09:30	MST	452	A
USGS	12358500	2022-11-13 09:45	MST	452	A
USGS	12358500	2022-11-13 10:00	MST	452	A
USGS	12358500	2022-11-13 10:15	MST	452	A
USGS	12358500	2022-11-13 10:30	MST	452	A
USGS	12358500	2022-11-13 10:45	MST	452	A
USGS	12358500	2022-11-13 11:00	MST	445	A
USGS	12358500	2022-11-13 11:15	MST	445	A
USGS	12358500	2022-11-13 11:30	MST	445	A
USGS	12358500	2022-11-13 11:45	MST	445	A
USGS	12358500	2022-11-13 12:00	MST	445	A
USGS	12358500	2022-11-13 12:15	MST	445	A
USGS	12358500	2022-11-13 12:30	MST	445	A
USGS	12358500	2022-11-13 12:45	MST	445	A
USGS	12358500	2022-11-13 13:00	MST	445	A
USGS	12358500	2022-11-13 13:15	MST	445	A
USGS	12358500	2022-11-13 13:30	MST	445	A
USGS	12358500	2022-11-13 13:45	MST	445	A
USGS	12358500	2022-11-13 14:00	MST	445	A
USGS	12358500	2022-11-13 14:15	MST	445	A
USGS	12358500	2022-11-13 14:30	MST	445	A
USGS	12358500	2022-11-13 14:45	MST	445	A
USGS	12358500	2022-11-13 15:00	MST	445	A
USGS	12358500	2022-11-13 15:15	MST	445	A
USGS	12358500	2022-11-13 15:30	MST	445	A
USGS	12358500	2022-11-13 15:45	MST	445	A
USGS	12358500	2022-11-13 16:00	MST	452	A
USGS	12358500	2022-11-13 16:15	MST	452	A
USGS	12358500	2022-11-13 16:30	MST	452	A
USGS	12358500	2022-11-13 16:45	MST	452	A
USGS	12358500	2022-11-13 17:00	MST	452	A
USGS	12358500	2022-11-13 17:15	MST	452	A
USGS	12358500	2022-11-13 17:30	MST	452	A
USGS	12358500	2022-11-13 17:45	MST	452	A
USGS	12358500	2022-11-13 18:00	MST	452	A
USGS	12358500	2022-11-13 18:15	MST	460	A
USGS	12358500	2022-11-13 18:30	MST	460	A
USGS	12358500	2022-11-13 18:45	MST	460	A
USGS	12358500	2022-11-13 19:00	MST	460	A
USGS	12358500	2022-11-13 19:15	MST	460	A
USGS	12358500	2022-11-13 19:30	MST	468	A
USGS	12358500	2022-11-13 19:45	MST	468	A
USGS	12358500	2022-11-13 20:00	MST	468	A
USGS	12358500	2022-11-13 20:15	MST	468	A
USGS	12358500	2022-11-13 20:30	MST	468	A
USGS	12358500	2022-11-13 20:45	MST	468	A
USGS	12358500	2022-11-13 21:00	MST	468	A
USGS	12358500	2022-11-13 21:15	MST	468	A
USGS	12358500	2022-11-13 21:30	MST	468	A
USGS	12358500	2022-11-13 21:45	MST	468	A
USGS	12358500	2022-11-13 22:00	MST	468	A
USGS	12358500	2022-11-13 22:15	MST	468	A
USGS	12358500	2022-11-13 22:30	MST	468	A
USGS	12358500	2022-11-13 22:45	MST	468	A
USGS	12358500	2022-11-13 23:00	MST	468	A
USGS	12358500	2022-11-13 23:15	MST	460	A
USGS	12358500	2022-11-13 23:30	MST	460	A
USGS	12358500	2022-11-13 23:45	MST	460	A
USGS	12358500	2022-11-14 00:00	MST	460	A
USGS	12358500	2022-11-14 00:15	MST	460	A
USGS	12358500	2022-11-14 00:30	MST	460	A
USGS	12358500	2022-11-14 00:45	MST	460	A
USGS	12358500	2022-11-14 01:00	MST	460	A
USGS	12358500	2022-11-14 01:15	MST	460	A
USGS	12358500	2022-11-14 01:30	MST	460	A
USGS	12358500	2022-11-14 01:45	MST	460	A
USGS	12358500	2022-11-14 02:00	MST	453	A
USGS	12358500	2022-11-14 02:15	MST	453	A
USGS	12358500	2022-11-14 02:30	MST	453	A
USGS	12358500	2022-11-14 02:45	MST	453	A
USGS	12358500	2022-11-14 03:00	MST	453	A
USGS	12358500	2022-11-14 03:15	MST	453	A
USGS	12358500	2022-11-14 03:30	MST	453	A
USGS	12358500	2022-11-14 03:45	MST	453	A
USGS	12358500	2022-11-14 04:00	MST	453	A
USGS	12358500	2022-11-14 04:15	MST	453	A
USGS	12358500	2022-11-14 04:30	MST	453	A
USGS	12358500	2022-11-14 04:45	MST	453	A
USGS	12358500	2022-11-14 05:00	MST	453	A
USGS	12358500	2022-11-14 05:15	MST	453	A
USGS	12358500	2022-11-14 05:30	MST	453	A
USGS	12358500	2022-11-14 05:45	MST	453	A
USGS	12358500	2022-11-14 06:00	MST	453	A
USGS	12358500	2022-11-14 06:15	MST	453	A
USGS	12358500	2022-11-14 06:30	MST	453	A
USGS	12358500	2022-11-14 06:45	MST	453	A
USGS	12358500	2022-11-14 07:00	MST	453	A
USGS	12358500	2022-11-14 07:15	MST	453	A
USGS	12358500	2022-11-14 07:30	MST	453	A
USGS	12358500	2022-11-14 07:45	MST	453	A
USGS	12358500	2022-11-14 08:00	MST	453	A
USGS	12358500	2022-11-14 08:15	MST	453	A
USGS	12358500	2022-11-14 08:30	MST	453	A
USGS	12358500	2022-11-14 08:45	MST	453	A
USGS	12358500	2022-11-14 09:00	MST	453	A
USGS	12358500	2022-11-14 09:15	MST	453	A
USGS	12358500	2022-11-14 09:30	MST	453	A
USGS	12358500	2022-11-14 09:45	MST	453	A
USGS	12358500	2022-11-14 10:00	MST	453	A
USGS	12358500	2022-11-14 10:15	MST	453	A
USGS	12358500	2022-11-14 10:30	MST	453	A
USGS	12358500	2022-11-14 10:45	MST	453	A
USGS	12358500	2022-11-14 11:00	MST	453	A
USGS	12358500	2022-11-14 11:15	MST	453	A
USGS	12358500	2022-11-14 11:30	MST	453	A
USGS	12358500	2022-11-14 11:45	MST	453	A
USGS	12358500	2022-11-14 12:00	MST	453	A
USGS	12358500	2022-11-14 12:15	MST	453	A
USGS	12358500	2022-11-14 12:30	MST	453	A
USGS	12358500	2022-11-14 12:45	MST	453	A
USGS	12358500	2022-11-14 13:00	MST	453	A
USGS	12358500	2022-11-14 13:15	MST	453	A
USGS	12358500	2022-11-14 13:30	MST	453	A
USGS	12358500	2022-11-14 13:45	MST	453	A
USGS	12358500	2022-11-14 14:00	MST	460	A
USGS	12358500	2022-11-14 14:15	MST	460	A
USGS	12358500	2022-11-14 14:30	MST	460	A
USGS	12358500	2022-11-14 14:45	MST	460	A
USGS	12358500	2022-11-14 15:00	MST	460	A
USGS	12358500	2022-11-14 15:15	MST	460	A
USGS	12358500	2022-11-14 15:30	MST	460	A
USGS	12358500	2022-11-14 15:45	MST	460	A
USGS	12358500	2022-11-14 16:00	MST	460	A
USGS	12358500	2022-11-14 16:15	MST	460	A
USGS	12358500	2022-11-14 16:30	MST	460	A
USGS	12358500	2022-11-14 16:45	MST	460	A
USGS	12358500	2022-11-14 17:00	MST	460	A
USGS	12358500	2022-11-14 17:15	MST	460	A
USGS	12358500	2022-11-14 17:30	MST	460	A
USGS	12358500	2022-11-14 17:45	MST	460	A
USGS	12358500	2022-11-14 18:00	MST	460	A
USGS	12358500	2022-11-14 18:15	MST	460	A
USGS	12358500	2022-11-14 18:30	MST	468	A
USGS	12358500	2022-11-14 18:45	MST	468	A
USGS	12358500	2022-11-14 19:00	MST	468	A
USGS	12358500	2022-11-14 19:15	MST	468	A
USGS	12358500	2022-11-14 19:30	MST	468	A
USGS	12358500	2022-11-14 19:45	MST	468	A
USGS	12358500	2022-11-14 20:00	MST	468	A
USGS	12358500	2022-11-14 20:15	MST	468	A
USGS	12358500	2022-11-14 20:30	MST	476	A
USGS	12358500	2022-11-14 20:45	MST	468	A
USGS	12358500	2022-11-14 21:00	MST	468	A
USGS	12358500	2022-11-14 21:15	MST	468	A
USGS	12358500	2022-11-14 21:30	MST	468	A
USGS	12358500	2022-11-14 21:45	MST	468	A
USGS	12358500	2022-11-14 22:00	MST	468	A
USGS	12358500	2022-11-14 22:15	MST	468	A
USGS	12358500	2022-11-14 22:30	MST	468	A
USGS	12358500	2022-11-14 22:45	MST	468	A
USGS	12358500	2022-11-14 23:00	MST	468	A
USGS	12358500	2022-11-14 23:15	MST	468	A
USGS	12358500	2022-11-14 23:30	MST	468	A
USGS	12358500	2022-11-14 23:45	MST	460	A
USGS	12358500	2022-11-15 00:00	MST	460	A
USGS	12358500	2022-11-15 00:15	MST	460	A
USGS	12358500	2022-11-15 00:30	MST	460	A
USGS	12358500	2022-11-15 00:45	MST	460	A
USGS	12358500	2022-11-15 01:00	MST	460	A
USGS	12358500	2022-11-15 01:15	MST	460	A
USGS	12358500	2022-11-15 01:30	MST	453	A
USGS	12358500	2022-11-15 01:45	MST	453	A
USGS	12358500	2022-11-15 02:00	MST	453	A
USGS	12358500	2022-11-15 02:15	MST	453	A
USGS	12358500	2022-11-15 02:30	MST	453	A
USGS	12358500	2022-11-15 02:45	MST	453	A
USGS	12358500	2022-11-15 03:00	MST	453	A
USGS	12358500	2022-11-15 03:15	MST	453	A
USGS	12358500	2022-11-15 03:30	MST	453	A
USGS	12358500	2022-11-15 03:45	MST	453	A
USGS	12358500	2022-11-15 04:00	MST	453	A
USGS	12358500	2022-11-15 04:15	MST	453	A
USGS	12358500	2022-11-15 04:30	MST	453	A
USGS	12358500	2022-11-15 04:45	MST	453	A
USGS	12358500	2022-11-15 05:00	MST	453	A
USGS	12358500	2022-11-15 05:15	MST	453	A
USGS	12358500	2022-11-15 05:30	MST	453	A
USGS	12358500	2022-11-15 05:45	MST	453	A
USGS	12358500	2022-11-15 06:00	MST	453	A
USGS	12358500	2022-11-15 06:15	MST	453	A
USGS	12358500	2022-11-15 06:30	MST	453	A
USGS	12358500	2022-11-15 06:45	MST	453	A
USGS	12358500	2022-11-15 07:00	MST	453	A
USGS	12358500	2022-11-15 07:15	MST	453	A
USGS	12358500	2022-11-15 07:30	MST	453	A
USGS	12358500	2022-11-15 07:45	MST	453	A
USGS	12358500	2022-11-15 08:00	MST	453	A
USGS	12358500	2022-11-15 08:15	MST	453	A
USGS	12358500	2022-11-15 08:30	MST	453	A
USGS	12358500	2022-11-15 08:45	MST	453	A
USGS	12358500	2022-11-15 09:00	MST	453	A
USGS	12358500	2022-11-15 09:15	MST	453	A
USGS	12358500	2022-11-15 09:30	MST	453	A
USGS	12358500	2022-11-15 09:45	MST	453	A
USGS	12358500	2022-11-15 10:00	MST	453	A
USGS	12358500	2022-11-15 10:15	MST	453	A
USGS	12358500	2022-11-15 10:30	MST	453	A
USGS	12358500	2022-11-15 10:45	MST	453	A
USGS	12358500	2022-11-15 11:00	MST	453	A
USGS	12358500	2022-11-15 11:15	MST	453	A
USGS	12358500	2022-11-15 11:30	MST	453	A
USGS	12358500	2022-11-15 11:45	MST	453	A
USGS	12358500	2022-11-15 12:00	MST	446	A
USGS	12358500	2022-11-15 12:15	MST	453	A
USGS	12358500	2022-11-15 12:30	MST	446	A
USGS	12358500	2022-11-15 12:45	MST	446	A
USGS	12358500	2022-11-15 13:00	MST	446	A
USGS	12358500	2022-11-15 13:15	MST	446	A
USGS	12358500	2022-11-15 13:30	MST	446	A
USGS	12358500	2022-11-15 13:45	MST	446	A
USGS	12358500	2022-11-15 14:00	MST	446	A
USGS	12358500	2022-11-15 14:15	MST	446	A
USGS	12358500	2022-11-15 14:30	MST	446	A
USGS	12358500	2022-11-15 14:45	MST	446	A
USGS	12358500	2022-11-15 15:00	MST	446	A
USGS	12358500	2022-11-15 15:15	MST	446	A
USGS	12358500	2022-11-15 15:30	MST	446	A
USGS	12358500	2022-11-15 15:45	MST	446	A
USGS	12358500	2022-11-15 16:00	MST	446	A
USGS	12358500	2022-11-15 16:15	MST	453	A
USGS	12358500	2022-11-15 16:30	MST	453	A
USGS	12358500	2022-11-15 16:45	MST	453	A
USGS	12358500	2022-11-15 17:00	MST	453	A
USGS	12358500	2022-11-15 17:15	MST	453	A
USGS	12358500	2022-11-15 17:30	MST	453	A
USGS	12358500	2022-11-15 17:45	MST	453	A
USGS	12358500	2022-11-15 18:00	MST	453	A
USGS	12358500	2022-11-15 18:15	MST	453	A
USGS	12358500	2022-11-15 18:30	MST	453	A
USGS	12358500	2022-11-15 18:45	MST	453	A
USGS	12358500	2022-11-15 19:00	MST	461	A
USGS	12358500	2022-11-15 19:15	MST	461	A
USGS	12358500	2022-11-15 19:30	MST	461	A
USGS	12358500	2022-11-15 19:45	MST	461	A
USGS	12358500	2022-11-15 20:00	MST	461	A
USGS	12358500	2022-11-15 20:15	MST	461	A
USGS	12358500	2022-11-15 20:30	MST	468	A
USGS	12358500	2022-11-15 20:45	MST	468	A
USGS	12358500	2022-11-15 21:00	MST	476	A
USGS	12358500	2022-11-15 21:15	MST	476	A
USGS	12358500	2022-11-15 21:30	MST	484	A
USGS	12358500	2022-11-15 21:45	MST	484	A
USGS	12358500	2022-11-15 22:00	MST	484	A
USGS	12358500	2022-11-15 22:15	MST	484	A
USGS	12358500	2022-11-15 22:30	MST	484	A
USGS	12358500	2022-11-15 22:45	MST	484	A
USGS	12358500	2022-11-15 23:00	MST	484	A
USGS	12358500	2022-11-15 23:15	MST	484	A
USGS	12358500	2022-11-15 23:30	MST	484	A
USGS	12358500	2022-11-15 23:45	MST	476	A
USGS	12358500	2022-11-16 00:00	MST	476	A
USGS	12358500	2022-11-16 00:15	MST	476	A
USGS	12358500	2022-11-16 00:30	MST	468	A
USGS	12358500	2022-11-16 00:45	MST	468	A
USGS	12358500	2022-11-16 01:00	MST	468	A
USGS	12358500	2022-11-16 01:15	MST	468	A
USGS	12358500	2022-11-16 01:30	MST	468	A
USGS	12358500	2022-11-16 01:45	MST	468	A
USGS	12358500	2022-11-16 02:00	MST	468	A
USGS	12358500	2022-11-16 02:15	MST	468	A
USGS	12358500	2022-11-16 02:30	MST	468	A
USGS	12358500	2022-11-16 02:45	MST	468	A
USGS	12358500	2022-11-16 03:00	MST	468	A
USGS	12358500	2022-11-16 03:15	MST	468	A
USGS	12358500	2022-11-16 03:30	MST	468	A
USGS	12358500	2022-11-16 03:45	MST	468	A
USGS	12358500	2022-11-16 04:00	MST	468	A
USGS	12358500	2022-11-16 04:15	MST	468	A
USGS	12358500	2022-11-16 04:30	MST	468	A
USGS	12358500	2022-11-16 04:45	MST	468	A
USGS	12358500	2022-11-16 05:00	MST	468	A
USGS	12358500	2022-11-16 05:15	MST	468	A
USGS	12358500	2022-11-16 05:30	MST	468	A
USGS	12358500	2022-11-16 05:45	MST	468	A
USGS	12358500	2022-11-16 06:00	MST	468	A
USGS	12358500	2022-11-16 06:15	MST	468	A
USGS	12358500	2022-11-16 06:30	MST	468	A
USGS	12358500	2022-11-16 06:45	MST	468	A
USGS	12358500	2022-11-16 07:00	MST	468	A
USGS	12358500	2022-11-16 07:15	MST	468	A
USGS	12358500	2022-11-16 07:30	MST	468	A
USGS	12358500	2022-11-16 07:45	MST	468	A
USGS	12358500	2022-11-16 08:00	MST	468	A
USGS	12358500	2022-11-16 08:15	MST	468	A
USGS	12358500	2022-11-16 08:30	MST	461	A
USGS	12358500	2022-11-16 08:45	MST	461	A
USGS	12358500	2022-11-16 09:00	MST	461	A
USGS	12358500	2022-11-16 09:15	MST	461	A
USGS	12358500	2022-11-16 09:30	MST	461	A
USGS	12358500	2022-11-16 09:45	MST	461	A
USGS	12358500	2022-11-16 10:00	MST	461	A
USGS	12358500	2022-11-16 10:15	MST	461	A
USGS	12358500	2022-11-16 10:30	MST	461	A
USGS	12358500	2022-11-16 10:45	MST	461	A
USGS	12358500	2022-11-16 11:00	MST	461	A
USGS	12358500	2022-11-16 11:15	MST	461	A
USGS	12358500	2022-11-16 11:30	MST	461	A
USGS	12358500	2022-11-16 11:45	MST	461	A
USGS	12358500	2022-11-16 12:00	MST	453	A
USGS	12358500	2022-11-16 12:15	MST	453	A
USGS	12358500	2022-11-16 12:30	MST	453	A
USGS	12358500	2022-11-16 12:45	MST	453	A
USGS	12358500	2022-11-16 13:00	MST	453	A
USGS	12358500	2022-11-16 13:15	MST	453	A
USGS	12358500	2022-11-16 13:30	MST	453	A
USGS	12358500	2022-11-16 13:45	MST	453	A
USGS	12358500	2022-11-16 14:00	MST	453	A
USGS	12358500	2022-11-16 14:15	MST	453	A
USGS	12358500	2022-11-16 14:30	MST	453	A
USGS	12358500	2022-11-16 14:45	MST	453	A
USGS	12358500	2022-11-16 15:00	MST	453	A
USGS	12358500	2022-11-16 15:15	MST	453	A
USGS	12358500	2022-11-16 15:30	MST	453	A
USGS	12358500	2022-11-16 15:45	MST	453	A
USGS	12358500	2022-11-16 16:00	MST	461	A
USGS	12358500	2022-11-16 16:15	MST	461	A
USGS	12358500	2022-11-16 16:30	MST	461	A
USGS	12358500	2022-11-16 16:45	MST	461	A
USGS	12358500	2022-11-16 17:00	MST	461	A
USGS	12358500	2022-11-16 17:15	MST	461	A
USGS	12358500	2022-11-16 17:30	MST	461	A
USGS	12358500	2022-11-16 17:45	MST	461	A
USGS	12358500	2022-11-16 18:00	MST	461	A
USGS	12358500	2022-11-16 18:15	MST	461	A
USGS	12358500	2022-11-16 18:30	MST	461	A
USGS	12358500	2022-11-16 18:45	MST	461	A
USGS	12358500	2022-11-16 19:00	MST	461	A
USGS	12358500	2022-11-16 19:15	MST	461	A
USGS	12358500	2022-11-16 19:30	MST	461	A
USGS	12358500	2022-11-16 19:45	MST	461	A
USGS	12358500	2022-11-16 20:00	MST	461	A
USGS	12358500	2022-11-16 20:15	MST	461	A
USGS	12358500	2022-11-16 20:30	MST	461	A
USGS	12358500	2022-11-16 20:45	MST	461	A
USGS	12358500	2022-11-16 21:00	MST	453	A
USGS	12358500	2022-11-16 21:15	MST	453	A
USGS	12358500	2022-11-16 21:30	MST	453	A
USGS	12358500	2022-11-16 21:45	MST	453	A
USGS	12358500	2022-11-16 22:00	MST	453	A
USGS	12358500	2022-11-16 22:15	MST	453	A
USGS	12358500	2022-11-16 22:30	MST	453	A
USGS	12358500	2022-11-16 22:45	MST	453	A
USGS	12358500	2022-11-16 23:00	MST	453	A
USGS	12358500	2022-11-16 23:15	MST	453	A
USGS	12358500	2022-11-16 23:30	MST	453	A
USGS	12358500	2022-11-16 23:45	MST	453	A
USGS	12358500	2022-11-17 00:00	MST	446	A
USGS	12358500	2022-11-17 00:15	MST	446	A
USGS	12358500	2022-11-17 00:30	MST	446	A
USGS	12358500	2022-11-17 00:45	MST	446	A
USGS	12358500	2022-11-17 01:00	MST	446	A
USGS	12358500	2022-11-17 01:15	MST	446	A
USGS	12358500	2022-11-17 01:30	MST	446	A
USGS	12358500	2022-11-17 01:45	MST	446	A
USGS	12358500	2022-11-17 02:00	MST	446	A
USGS	12358500	2022-11-17 02:15	MST	446	A
USGS	12358500	2022-11-17 02:30	MST	446	A
USGS	12358500	2022-11-17 02:45	MST	446	A
USGS	12358500	2022-11-17 03:00	MST	446	A
USGS	12358500	2022-11-17 03:15	MST	446	A
USGS	12358500	2022-11-17 03:30	MST	446	A
USGS	12358500	2022-11-17 03:45	MST	446	A
USGS	12358500	2022-11-17 04:00	MST	446	A
USGS	12358500	2022-11-17 04:15	MST	446	A
USGS	12358500	2022-11-17 04:30	MST	446	A
USGS	12358500	2022-11-17 04:45	MST	446	A
USGS	12358500	2022-11-17 05:00	MST	446	A
USGS	12358500	2022-11-17 05:15	MST	439	A
USGS	12358500	2022-11-17 05:30	MST	439	A
USGS	12358500	2022-11-17 05:45	MST	439	A
USGS	12358500	2022-11-17 06:00	MST	439	A
USGS	12358500	2022-11-17 06:15	MST	439	A
USGS	12358500	2022-11-17 06:30	MST	439	A
USGS	12358500	2022-11-17 06:45	MST	439	A
USGS	12358500	2022-11-17 07:00	MST	439	A
USGS	12358500	2022-11-17 07:15	MST	439	A
USGS	12358500	2022-11-17 07:30	MST	439	A
USGS	12358500	2022-11-17 07:45	MST	439	A
USGS	12358500	2022-11-17 08:00	MST	439	A
USGS	12358500	2022-11-17 08:15	MST	439	A
USGS	12358500	2022-11-17 08:30	MST	439	A
USGS	12358500	2022-11-17 08:45	MST	439	A
USGS	12358500	2022-11-17 09:00	MST	431	A
USGS	12358500	2022-11-17 09:15	MST	431	A
USGS	12358500	2022-11-17 09:30	MST	431	A
USGS	12358500	2022-11-17 09:45	MST	431	A
USGS	12358500	2022-11-17 10:00	MST	431	A
USGS	12358500	2022-11-17 10:15	MST	431	A
USGS	12358500	2022-11-17 10:30	MST	431	A
USGS	12358500	2022-11-17 10:45	MST	424	A
USGS	12358500	2022-11-17 11:00	MST	424	A
USGS	12358500	2022-11-17 11:15	MST	424	A
USGS	12358500	2022-11-17 11:30	MST	424	A
USGS	12358500	2022-11-17 11:45	MST	424	A
USGS	12358500	2022-11-17 12:00	MST	424	A
USGS	12358500	2022-11-17 12:15	MST	417	A
USGS	12358500	2022-11-17 12:30	MST	417	A
USGS	12358500	2022-11-17 12:45	MST	417	A
USGS	12358500	2022-11-17 13:00	MST	417	A
USGS	12358500	2022-11-17 13:15	MST	410	A
USGS	12358500	2022-11-17 13:30	MST	410	A
USGS	12358500	2022-11-17 13:45	MST	410	A
USGS	12358500	2022-11-17 14:00	MST	410	A
USGS	12358500	2022-11-17 14:15	MST	403	A
USGS	12358500	2022-11-17 14:30	MST	403	A
USGS	12358500	2022-11-17 14:45	MST	403	A
USGS	12358500	2022-11-17 15:00	MST	403	A
USGS	12358500	2022-11-17 15:15	MST	403	A
USGS	12358500	2022-11-17 15:30	MST	403	A
USGS	12358500	2022-11-17 15:45	MST	403	A
USGS	12358500	2022-11-17 16:00	MST	403	A
USGS	12358500	2022-11-17 16:15	MST	403	A
USGS	12358500	2022-11-17 16:30	MST	410	A
USGS	12358500	2022-11-17 16:45	MST	410	A
USGS	12358500	2022-11-17 17:00	MST	417	A
USGS	12358500	2022-11-17 17:15	MST	417	A
USGS	12358500	2022-11-17 17:30	MST	417	A
USGS	12358500	2022-11-17 17:45	MST	417	A
USGS	12358500	2022-11-17 18:00	MST	417	A
USGS	12358500	2022-11-17 18:15	MST	417	A
USGS	12358500	2022-11-17 18:30	MST	417	A
USGS	12358500	2022-11-17 18:45	MST	410	A
USGS	12358500	2022-11-17 19:00	MST	410	A
USGS	12358500	2022-11-17 19:15	MST	410	A
USGS	12358500	2022-11-17 19:30	MST	403	A
USGS	12358500	2022-11-17 19:45	MST	403	A
USGS	12358500	2022-11-17 20:00	MST	403	A
USGS	12358500	2022-11-17 20:15	MST	403	A
USGS	12358500	2022-11-17 20:30	MST	403	A
USGS	12358500	2022-11-17 20:45	MST	403	A
USGS	12358500	2022-11-17 21:00	MST	403	A
USGS	12358500	2022-11-17 21:15	MST	403	A
USGS	12358500	2022-11-17 21:30	MST	403	A
USGS	12358500	2022-11-17 21:45	MST	403	A
USGS	12358500	2022-11-17 22:00	MST	403	A
USGS	12358500	2022-11-17 22:15	MST	403	A
USGS	12358500	2022-11-17 22:30	MST	403	A
USGS	12358500	2022-11-17 22:45	MST	403	A
USGS	12358500	2022-11-17 23:00	MST	403	A
USGS	12358500	2022-11-17 23:15	MST	403	A
USGS	12358500	2022-11-17 23:30	MST	403	A
USGS	12358500	2022-11-17 23:45	MST	403	A
USGS	12358500	2022-11-18 00:00	MST	403	A
USGS	12358500	2022-11-18 00:15	MST	403	A
USGS	12358500	2022-11-18 00:30	MST	403	A
USGS	12358500	2022-11-18 00:45	MST	403	A
USGS	12358500	2022-11-18 01:00	MST	403	A
USGS	12358500	2022-11-18 01:15	MST	396	A
USGS	12358500	2022-11-18 01:30	MST	396	A
USGS	12358500	2022-11-18 01:45	MST	396	A
USGS	12358500	2022-11-18 02:00	MST	396	A
USGS	12358500	2022-11-18 02:15	MST	389	A
USGS	12358500	2022-11-18 02:30	MST	389	A
USGS	12358500	2022-11-18 02:45	MST	389	A
USGS	12358500	2022-11-18 03:00	MST	389	A
USGS	12358500	2022-11-18 03:15	MST	382	A
USGS	12358500	2022-11-18 03:30	MST	382	A
USGS	12358500	2022-11-18 03:45	MST	375	A
USGS	12358500	2022-11-18 04:00	MST	375	A
USGS	12358500	2022-11-18 04:15	MST	369	A
USGS	12358500	2022-11-18 04:30	MST	362	A
USGS	12358500	2022-11-18 04:45	MST	355	A
USGS	12358500	2022-11-18 05:00	MST	349	A
USGS	12358500	2022-11-18 05:15	MST	349	A
USGS	12358500	2022-11-18 05:30	MST	343	A
USGS	12358500	2022-11-18 05:45	MST	343	A
USGS	12358500	2022-11-18 06:00	MST	336	A
USGS	12358500	2022-11-18 06:15	MST	336	A
USGS	12358500	2022-11-18 06:30	MST	330	A
USGS	12358500	2022-11-18 06:45	MST	330	A
USGS	12358500	2022-11-18 07:00	MST	330	A
USGS	12358500	2022-11-18 07:15	MST	330	A
